userid,gender,age,ope,con,ext,agr,neu
90c374490f83d08cb1f41a65f1ebffda,0,22,0.89,1.06,1.04,0.57,-1.38
7e1a268294dd6216b9bbfb25212fcbbe,1,22,0.33,0.32,0.36,0.04,0.49
23f236d424c3d6a1e5983f9084610c60,0,21,-0.22,-2.19,-0.21,-1.09,0.11
0db30ddf6bde2bf4a88c377f0cd6047a,1,27,1.26,1.72,1.73,1.07,0.3
9dd83b8e3837446e9475727d566084cd,0,25,0.24,1.87,-0.77,-0.51,-0.75
05194f35d88e1e7767858c764eb220b8,1,46,1.35,0.02,-1.27,-0.34,0.86
7cd0f57f184f00c7db745f6cc3d4df3f,0,24,0.7,0.76,-1.64,-0.51,-0.38
07129ff686a77214a04adb2e020afe16,0,22,1.81,1.15,0.17,-0.51,-0.45
cf4ee7bdc7b8f45de92c90bca1d4b4c3,1,22,1.16,0.91,1.29,-0.01,-1.32
e85e1ce5c66dc9d62b192647f0fed59b,0,21,-0.41,-1.09,0.48,-0.18,-1.69
cf20c16ea83fe4c1f0d10c52889a6958,1,26,0.7,-0.27,1.17,0.91,0.89
12b042e4b3c1a6f1662632452c23a697,0,59,-0.41,2.02,-1.52,0.32,-1.57
efd57a9fafe2d00a773eb6b224de38c0,1,27,0.42,1.55,-1.14,-0.84,-0.26
82e2b46f20d65b381d18c6203a2d3f55,1,25,0.33,1.72,1.16,0.66,-0.32
c5a0f476be174cfd4ba1c26881ea0380,1,27,0.44,0.62,1.79,0.57,-0.01
3367a50cec5d991335a1954b65a5e177,1,26,1.44,0.76,0.99,0.57,-0.01
4a92288e6e62de2a7a1608f495d91ced,1,31,-1.98,-0.57,-0.02,-0.84,-0.57
4a7d187ce53dcee9de3736218de00d3a,1,27,-0.68,-0.27,0.23,-0.34,0.86
276aeb3efe31a960554eef207b23b194,1,27,1.13,-0.72,0.42,-0.01,1.55
3dc724174fe3771b98a9761b900044b8,1,31,0.89,1.21,0.98,0.66,-1.88
e8625f3df440ea729aa1d55d28c24516,1,23,1.44,-0.64,0.11,0.66,0.74
c47d175bfe27ffed277beddb27e6f0e4,1,29,-0.04,1.43,0.04,1.07,-1.26
b5c6f50ab6d31731359258e2e2a69b4d,0,25,0.98,1.77,0.86,0.24,-0.76
0884b475c33cd7cf467f4612c471e3be,0,25,0.7,-0.86,0.73,-0.09,-0.75
ef54849984d1ab559bc7191ace206c63,1,27,1.16,-0.2,0.04,-1.01,-1.07
4ad7caa07c80163a3f9cce1807d75677,1,25,1.07,0.02,-0.02,0.66,1.98
98dddcca76baec9af6c151a07eebc746,0,26,1.44,-0.49,1.17,-0.34,-0.76
6c6c2463a948608b80e3cb565fb83f11,1,23,0.98,-0.42,0.29,-0.59,0.67
455ba698be14cbb51f7a04c4a0eeba2c,1,26,-0.96,-1.23,-1.39,-3.51,2.11
7b83b249fe11c27ddf2ad71dcad3510c,1,57,0.33,0.17,0.79,0.16,-0.26
b44b0f653901b05279b99172cba4cfa4,0,24,0.24,-1.38,-0.64,-1.67,0.24
157c78c1207155c706a24089ca14c275,1,26,-0.68,0.76,0.29,-0.01,1.48
087b47d120ebf31167962f1baa4bb56f,1,24,0.54,0.32,0.73,-0.01,0.67
11484db36841d5f0eb94d394df580f6e,0,21,1.07,0.62,-1.02,0.24,-0.26
324ec4ba2ece37c7b3154b4cc2bde52c,1,28,0.15,0.29,0.86,0.24,1.61
53c95674e7f7764a2bd9ddffc76b9e10,1,22,0.79,0.84,-0.52,-0.51,1.11
972e1b473fcec6413d98040fb920a0e8,1,27,0.15,-1.38,-1.08,0.39,0.61
7ab05f4a8d5003eb779d414c26718f7f,0,36,1.81,-1.45,1.11,-0.68,0.49
79706e2813d384072627d84ccffa85cf,1,27,0.79,0.02,-1.71,-0.43,1.98
16c7053d6033af5e9ae9cfa2ca558f83,1,24,0.79,-0.49,0.04,-1.67,1.67
c571e9236528fb218c6af79f992b4781,0,24,1.07,-0.57,1.23,1.07,-0.26
ac11a5844bc5f1d658971d5dcb8e0ad8,1,21,0.79,0.84,1.67,-1.43,0.92
49b24a98d091986c4312d8608b1b5e01,1,33,-0.31,0.84,0.11,0.57,0.92
3f1a990f7565ce62ce3808c1b07816ba,1,56,-0.87,-0.57,-0.83,-0.76,0.55
e9c621f322640e5f3b3842d19b38aaa8,1,26,0.05,-0.35,0.61,1.07,-0.51
d04538441987a84928a03e23c12a20e6,1,35,1.07,-0.72,1.92,0.82,-0.07
b9a3b6f95aff4219eec9c31ed3546993,1,26,1.35,-0.94,0.23,-1.34,-0.42
b4fad9af29aca006419bb701590776c5,1,22,1.44,-1.23,-0.33,-0.43,1.36
fdbbe86802b10e7f85ffb3166412d58b,1,26,-0.31,0.62,0.86,0.91,-1.02
34396d612fbbf804446c3ad17c44faab,1,26,0.15,0.62,0.41,-0.59,0.05
498f553bf758b61c8102b766c94fcd65,0,32,1.35,1.28,1.79,0.92,-1.26
ba5a3961b25cbcd26dab34c16c220d93,1,22,0.24,-1.82,-1.52,-1.67,2.29
4e2128529a3fd4cb6d0bcf16e1a44ee4,0,26,0.61,-0.86,0.48,1.07,0.18
1d13b458ec5c6f349f2cc27235e9dcc4,0,28,-0.13,-1.09,-0.83,-0.43,0.61
272dd8e033cce14387e93d02ea2d2a80,1,25,-0.13,-0.64,-1.39,-0.43,1.98
733651e505949b5e92b6dd88004385c5,0,23,-1.42,-0.86,0.79,-0.34,-0.32
959261ebf4abf0184a1bd9e8c2e05332,1,26,-0.68,-1.31,0.61,-0.23,0.55
14b19a611992cbdf925b967493027df2,1,24,1.44,0.76,-0.27,0.32,-0.01
b8f88ff3f10841fd75c539275950cf63,1,22,1.16,-0.49,-0.58,-0.68,0.67
b99d3ad54c46c73ad1e162b404313fb8,1,24,0.89,1.13,0.48,-0.68,-0.22
d5d194f1ba79c25c894afd2a0bd149ca,0,23,0.15,-1.23,1.79,-0.84,-0.57
a309cdf37a7f10ffde778a4e02b30115,1,41,-0.87,0.76,-1.71,1.07,0.42
f08b8cb49a8c31e02932e24eb83605c2,1,31,-0.22,0.47,-0.52,0.16,1.73
1244ff4dcbe9737c54da55ae8e957f02,1,32,0.33,-0.05,0.92,-0.26,0.24
e26f9dbb3ab755fb8517b3265dde66e5,0,22,0.05,0.02,-1.02,0.41,-0.57
fe8fa23dc5b1e10deffe87e1fbb1e8bf,1,24,1.16,-2.74,0.36,0.32,-0.7
a87b59bbd4ea5a0689673926a84679ae,1,25,0.42,-0.57,-0.08,0.57,0.55
5723b1b09f32c35fb4a55824c383bf54,1,28,0.52,0.39,0.92,0.16,0.24
7ff09a5ba8abf060ceed04a7ccb8b965,1,39,0.05,0.39,-0.21,-1.18,0.3
464b52809319df9e3d29766f38fd38f1,0,25,-1.52,-0.2,-1.33,-0.59,0.18
ebf61e5bd93873f7a73b985589fe5633,1,24,0.52,-1.9,0.23,1.99,-0.76
c6135ac5a30bd4e25ffd632e796f9d69,0,27,-2.72,0.62,-0.46,0.31,-1.38
0d65570b0d75ee1070e4cc6546fcf66a,1,25,0.79,0.54,0.42,-0.68,0.36
a30a62513915be7c018cf9e82c63a431,0,27,-0.78,-0.05,-0.58,-0.68,-0.07
029e67db70ce7c7fb8ea381357ded490,0,26,-0.68,0.32,0.36,0.24,-1.63
4c9fbbe44c139eaadcff513b0a3bbe84,0,43,0.79,1.43,-0.77,0.91,-0.26
baa38b1f98a2acc838acb976a835cc7c,1,35,0.98,2.17,0.42,1.41,-1.32
d00405b6c4342f41c2d698fb29de24f9,1,35,0.7,-0.49,-1.39,1.82,1.02
f04e5969c53fb1941975e9718f696916,0,25,0.05,-2.19,-1.39,-0.18,-0.32
78b4512032475ea170f696f652acfc3a,1,40,1.53,0.91,1.54,1.57,-1.88
5929d904b778f750186a893819dd7d9e,1,43,-0.78,0.76,1.48,0.82,-0.38
bbe24f9de8d7573d20582f4cc340c96e,1,27,1.63,-0.2,0.36,-0.01,-1.01
42d745070711ef92ab13bba7bdf560a2,0,37,1.81,1.65,-0.03,0.82,-0.7
0acae745a05968927cdcb57e9a0d5b20,1,47,-0.41,0.76,-0.27,0.04,-0.07
8d493da90bde7e5cfab9495d7b2440c6,1,25,-0.41,-0.12,0.23,1.36,-0.82
3dcce60718612c543abddbc5d8ecff70,0,27,-1.61,0.62,0.17,0.41,-0.2
3a96b48824ed345c146da008811ad185,1,24,1.07,-1.23,-1.52,-2.09,2.17
96748692651c97f562937853f3dfe33c,1,26,0.98,-0.86,-0.83,0.57,0.74
ac29039d7833fe376d120131855f952c,1,21,-0.33,-1.45,1.61,-0.18,1.23
57a27a6e0e602af4bfb7d7bedf3e0629,1,30,-0.22,0.76,0.08,-0.26,-1.32
c1d80dbdcc036eb252e41fca4ac8acfe,1,25,0.79,0.02,-1.33,0.07,0.74
af2013c383d969afe5c64e29958db41f,1,26,0.61,0.54,-1.39,1.66,0.55
ade12a8b3c89ded548a4a6b18a4c9b16,1,25,-0.41,-1.01,1.33,0.41,-1.28
d6cca13a46aecdf5bf0789ffc5d5e042,0,26,1.81,0.25,0.67,-0.51,-0.57
cf55c959a618d0b518b68d0978176e80,0,28,0.42,1.65,1.13,0.16,0.42
81f0a3f3e43f5bb49a09e998e0b8023d,0,27,0.7,0.25,-0.33,-0.76,0.36
4a7caab8d20b35c97052da78058c1492,0,23,1.53,-1.53,1.92,1.41,-1.5
c4623d54027271943ecba1bab8e68772,1,22,-0.41,-0.64,-0.71,0.24,0.55
2fc75526421cbdd83448cdefc5552a6e,1,22,-0.59,1.36,0.29,0.82,-0.51
537b126296ca97b518eaa7d949aec2a7,0,26,1.35,-1.31,0.61,0.41,0.05
00217ff065b47f79902cb8b57b897608,1,25,0.15,0.39,-2.08,-0.93,2.42
0d0871cc2121d7d5cd99f9fa7c0f3e3b,1,26,1.81,1.06,-1.08,0.66,0.86
ae3443a5a63b19a9ec6ddbbfb7739d0d,0,31,1.16,-0.57,-0.08,-0.51,0.86
f990c1bfeff87d1477147d7cdacd715b,1,21,0.15,-0.35,-0.58,-0.59,2.29
e822f4f9afecd87db8ec85a12790bc40,1,27,-0.41,-0.05,-0.77,-0.43,0.67
e3e0b9081b1052b99d68c8d8a2ab4a46,1,26,-0.68,0.54,0.98,0.57,0.11
c164c823f67127f861af837656514f6a,1,22,-2.35,-0.94,-2.77,-0.93,2.35
8c92cef5e6ee003e62e761bce0a62b61,1,25,0.33,0.54,0.86,-1.09,-0.01
bfd862288348463423ef6092d484f9d3,0,23,-0.87,0.14,-2.21,-1.01,0.8
0b76693a7c79d3e27a86cca649a6e16f,1,30,-1.42,-1.57,-0.99,-0.84,2.11
a4585920e5cfb98520cc79ca6b5bf869,1,26,0.79,-1.23,-0.21,-1.26,1.17
dc73facf79fc2f9edcaf81810b9c2289,1,23,0.98,-1.75,-0.77,-2.17,2.17
0ae440670092b9c6bfb0975766b3af7a,1,27,0.7,-0.12,-0.52,-0.34,2.17
cbff52a5168577fc6a146692eea838ea,0,25,0.7,0.69,-1.21,-0.51,-0.07
bff736b63d2309eddc55cc42a22443e1,0,27,1.63,-0.72,0.04,0.24,0.49
5e6ae7e75e2b2d414e2ec15831974022,0,25,0.24,0.47,0.42,1.07,-0.88
6530f7dd814b5b7ade4b0d51c621e6dc,0,23,-1.52,-1.38,-2.64,-3.42,2.79
043b9ee4fbaa825e67925933fd06e6a5,1,25,-1.05,-0.05,-0.21,0.91,-0.94
3af133163e3a47dcf7ef0014ad69020a,0,25,0.15,0.76,-1.27,-1.76,-1.82
dc821a0e79e54d32687db056010b508d,0,22,1.26,0.25,0.29,0.74,-0.51
e94497e409d9d73f4018a66222333a0c,1,25,0.42,0.91,1.86,1.07,-1.82
8e1e8201005e103ee54c0a0f199d7adb,1,29,1.26,2.17,-0.08,0.57,-0.76
898432c90c8d9d86ae3d785478505816,1,21,0.24,-0.57,0.42,0.49,-0.2
819a31440f82a2f9c770106ecbf08dd8,1,22,0.05,-1.6,0.79,-0.59,0.99
3b26db2e3db8894e4f0e6803075a2c16,0,24,1.81,1.36,0.17,0.82,1.23
3b4042da43ff510dcc5a9a377a9ad0c0,0,31,-0.22,-0.05,-0.08,0.24,0.74
4e4f66f1736bc8165970c77d2513a6dd,1,22,0.33,0.45,0.86,0.31,-0.07
f0198dde78017a6c48641c8087c1a618,0,23,0.42,-1.38,-0.02,-0.18,0.99
2b859eda388b28e2d186cce15c65aefb,1,26,-1.33,-1.6,-1.21,-0.68,1.05
feed527391458c8b16bae0a5c4566d8c,0,25,1.07,0.47,0.29,0.16,0.11
85f6521165e613d1399447c422f6940f,1,27,0.61,1.13,-2.14,-1.26,0.11
1e72e7ac1e0e4376dbaaa88ac84ea60a,1,25,1.72,-1.38,0.98,-0.13,-0.26
4fbc4ec6b03b41f9bc16c207cb41c938,1,33,-0.13,-0.4,0.11,0.24,0.3
1657353bcfceaa89c639b7f477903e4f,1,22,-0.41,-2.19,-1.46,-0.59,1.92
83e705bffe67cc40bc8a2f2103a824e9,0,23,-0.5,-0.27,-0.77,-0.51,-0.88
1fbf65aa4254d40bf3356eecedfba52d,1,23,-0.87,-1.23,-0.77,-0.76,0.18
c57658f1d4c1df119b9df5dddad4a9a6,1,37,0.33,-0.55,-0.77,1.66,-0.82
a486448dbcd2412b04af314c116e503a,1,21,-0.87,-1.16,-1.21,-1.01,1.23
a3bf143c3da173464bb14adaf67defe0,0,24,0.89,0.39,-1.77,0.07,1.05
6f1599f011c496acbd737c3940c7811b,0,26,-0.13,0.69,0.67,-0.59,-1.44
036ca8465f2e29b5fdb8343081cf90be,1,53,0.89,0.54,0.54,0.66,0.61
657af59186c5b4cc639cec1b93d99bb2,1,23,1.16,-1.38,-1.14,-0.18,-0.42
e730a616730600cfb410b4f78f7cb000,1,26,-0.68,-0.49,-0.52,-1.76,1.3
13e999f8aaef71a5454ab4d64367b1cc,1,28,0.52,1.13,0.48,1.07,-1.19
94041d26ec93ff666984b9cef6363e23,0,28,0.15,0.69,0.79,0.49,-1.13
ceaadef5fd47cce46071cf1fafb14294,0,23,-0.87,-0.2,-0.08,-0.34,-0.14
d55751e14497d84905caa7cd5735e14d,1,25,-1.24,1.21,-0.02,0.41,1.3
a55d5232e420a07455591f9dd05d8514,0,24,-0.59,-0.05,0.79,-0.68,-0.45
e75899e82e43d3a3180de73d1d0a3ce4,1,24,0.15,0.39,0.67,0.07,-0.14
1bdfc2b93c1d26c2d6d8e0c57194d110,1,29,0.61,1.65,-1.14,-0.93,0.24
b417d5e5f85b80d23b8511b751788d86,0,24,-0.78,-0.72,0.29,0.82,-1.57
56b920992ce6391030688988e91f7c55,1,22,-0.22,-0.57,-0.71,-0.93,-1.07
ed30b0058f0a805348c0afaa0de81bb1,1,40,0.65,1.5,-0.14,0.91,-0.57
2833c0932a5a879b51d04843787b7d4d,1,27,0.79,0.62,0.98,-0.26,-0.48
94eb0efc3310865919ebde305aaf6088,1,28,-1.33,1.28,-0.83,0.41,0.36
ccd89a871c1a4c92b686f47b4835d594,0,20,1.26,0.84,-1.14,0.24,-0.45
d44e21c60b230cf3dc5fd96679b92537,1,22,-1.42,-0.64,-0.64,1.24,1.11
327ff243115373742b26c652be84039f,0,22,-0.41,-2.05,-1.46,-1.26,2.17
46e78238900368877684055dbec068f6,1,26,1.26,-0.64,0.04,-0.43,1.86
f6fdf6b47bdcee6f83b60c213a27a3f2,0,25,0.33,-1.45,-0.27,-0.01,0.18
fe0f6c7974e20db9960ab744edebc3bf,0,26,1.72,-0.79,1.17,-0.59,-1.13
9cb602e9912e2b697529677de7d89159,1,21,0.33,-0.94,-0.46,-0.01,2.48
f4ea882cabd03b4afdf840c08c1ff2af,0,27,-1.24,0.32,1.29,1.16,-1.26
7b0d84345f034857f3c9cd793ee551ed,1,46,-0.87,-0.55,-1.02,0.32,-0.26
ddbc1b0a7c37602f52fc3d339297f3ed,1,47,-1.05,0.02,0.92,1.66,-0.45
efe20a529967ab2b8289f45b97e51afe,0,26,0.05,0.76,-0.14,0.07,-1.38
088186bc477f9d07af76c13d56c1f129,1,28,-1.05,-1.31,-0.33,1.16,-0.38
8137aaeebf1c89741949a0db7444d8de,0,26,-0.22,-1.75,-0.08,1.32,-0.63
286caf24ea27d1d1f34d290bfb6e9c2b,1,23,-0.31,-2.05,-0.26,-0.43,1.74
62efb1af17bf846512800b5d4ab695d7,1,25,0.65,-1.75,-0.38,-1.34,0.55
24cbb446f719123ba16bf104234fb5b0,1,28,1.63,-0.86,0.48,0.16,-1.07
12d95fae5b9991ffcc101d569f1be5b4,0,24,0.05,-0.05,-1.71,-0.34,0.8
fed793977672be7903938dae990af497,0,25,1.44,0.6,-0.18,0.31,-0.47
196ad93865c47b3d6e0f85aa511de85f,1,25,0.05,0.47,-0.96,1.41,0.55
1c83ecf0b1c281cba59e98e3bfc8c208,0,24,-0.04,-0.27,1.29,-0.43,-0.07
717dc98e5cbccc2b594002c225791ea3,1,23,0.52,-1.23,-1.71,0.16,1.61
888264c0e346a39e2ac4f725ac57a7c5,1,26,0.15,-0.79,0.23,0.74,0.86
3434d07dcc9574cc2b19897877a61a5d,1,26,-0.31,-0.12,0.17,0.16,0.49
f5e6d0983a04b579ac86cb20bd76d707,1,21,0.61,0.32,1.26,0.31,0.57
f57be5bd26dba73fd481cf12e0af29c5,0,27,0.61,-1.23,-0.08,-1.84,0.24
ecc3fcc3c915a936da14868c2b4eb080,0,27,-0.31,-1.31,-0.52,0.16,0.42
bf7dbadd9bd5ef9c0985706aa0fc0542,1,22,-0.5,-1.31,-1.77,-0.26,1.86
37a94d4f4f411a28d6c48e31d6899512,1,25,0.24,0.25,-0.14,-0.76,1.98
043af7428024c2737ee8113d447a182b,0,28,1.07,-1.01,-0.96,1.12,0.5
55b7f433c7dd71e75cf4fd329fe7d731,0,22,0.15,-2.34,0.29,-1.84,2.11
42c666ed6b8aab145673021478cd536e,0,23,1.35,0.54,0.17,-0.76,0.74
6665001752d37821e6d66407385a6954,1,22,0.61,-0.94,0.42,0.41,-0.38
6cf041f60379d389640d22c96ed40c3c,1,22,0.33,0.69,0.48,1.24,-0.63
91f35332ba8e9b4e2f4c0a0294388616,0,25,0.42,1.43,1.42,0.99,-1.44
98addb41986de879d47030b284613316,1,22,-1.05,-0.42,0.92,-0.09,0.55
894081a7971fdf272f38fc9e2979af2b,1,28,-0.22,-0.27,-0.21,-1.59,1.42
3a2868242e36c169355543735d1d77b9,0,26,1.07,-0.64,-1.64,-0.34,0.24
692eef05ae508159de086bcd90131f3c,1,24,0.89,0.47,0.98,-0.43,-0.14
8f6144304345915abf69ae577c1062e3,1,27,0.05,1.58,0.73,-1.26,0.42
cf6bbf249026854de1404b9ea9cfefa9,1,23,-0.13,1.65,0.61,1.99,-0.2
dc3aa0e3ec564e03fe7dae00fcaf7415,1,27,1.9,-0.05,1.61,1.9,-1.26
105e9f7c9a47b2a51cfa3db6b5fabe1c,0,25,1.42,-1.16,-0.77,1.82,-0.82
7cfecf7c193b3fce19b64b4cf15406c7,1,34,0.05,0.84,0.36,-0.18,-0.07
b84099d2f2147c8c6cf75aba1e7d6554,1,23,-0.78,0.62,-0.14,-0.18,0.11
96fee39d08ebf3e05aac1a7d47186fe2,0,25,0.61,0.17,0.32,-0.51,0.29
ed4a635362ec53c877a2dab47822effb,0,24,0.15,0.02,0.61,0.32,-1.5
59eef1d04bc89d14c97886f07b276cc7,0,25,0.98,-1.68,-0.64,-0.26,-0.01
a6a4fff1208edebe53cda8b9bae58eb2,1,27,-0.59,1.36,1.36,0.74,-1.38
a4e87559c5dc819f2a334f3ad53816c0,1,26,0.05,0.02,0.73,-0.51,1.48
1c0d1fa3610def383bbb5c44e2a69c6a,0,28,1.07,-0.57,-0.83,0.24,-1.08
beb03c997c059a91a9243a9978f272ca,1,25,-0.13,-0.2,-0.33,-0.18,-0.2
4ef57e5ee5add0ca5986cc1cfbb996a2,1,24,-0.96,-0.12,1.19,0.49,-0.07
4bc153627208b3f5fb0f52486855f2a7,1,24,-0.59,0.39,-0.21,0.24,-1.19
9f2382c1d8d33c6a0de5d21e8a75b40f,1,31,-1.52,-0.72,-0.08,-0.68,0.86
238c04ebd21ab014638d8299d8265027,1,24,0.05,-1.09,0.04,-0.74,0.92
0cfa1cfc3e0d444adf93a8f492e693e0,1,31,0.42,-0.39,-1.31,-1.18,0.89
8094c433e6a5fbab8c260dd9d3789f3b,0,27,-1.42,-0.72,0.61,-0.26,-0.38
56e9c57083e3a68467468cd6c56a72dc,1,22,0.52,-1.38,0.36,-0.84,1.79
a3bfdddd728a4634dfc5d7249127320c,1,38,0.24,0.47,0.48,0.82,-0.76
45ad01e795da78ee962313ab110ad963,1,23,1.16,0.39,0.42,0.91,-0.51
489e067f187214210ed5ce81e6d0333d,0,24,-0.31,0.1,-0.71,-0.09,-0.82
eb3098ce7a712a03efc8faca7c45b5ee,0,24,0.7,0.02,0.48,-0.51,0.36
41d2b4f1592363cd812d71e5ae0d5d10,1,23,-0.81,-0.49,0.17,0.66,0.18
08cb47d01e805d4a524ce9c319a0451d,1,21,-0.04,-1.75,-1.33,-1.43,1.67
a040a782d4fb09ff33d22cd1671df429,0,25,-1.33,-0.2,-1.89,-2.26,-2
54eb6976ed5fca56a05fdef7d27ffd92,0,22,0.33,-0.05,0.54,1.16,-0.26
987f53be895a59d890e9bd23ea138917,0,39,1.26,-0.17,-1.33,-1.18,1.42
4773e256c68ca8d85ac0d7fb13131b76,1,24,0.61,0.84,0.98,-0.68,-0.32
3fae935aa0afda0bac121b09f494fad4,1,22,1.35,-2.64,-0.96,-1.01,2.67
0b2ffd994e0b3504d69d278597d475c4,1,26,0.83,2.17,-0.33,-2.09,1.86
93c9d8184cb38d3b79dc2208fe19649c,0,32,0.98,1.36,-0.83,1.24,-1.73
ac5bdcf2fdd82f9237b26e3f7d3d378d,0,24,0.05,-0.49,-1.58,0.16,2.48
54384f5b686f9f0d3a3cbc3598151574,0,31,1.26,0.39,-0.02,1.66,-1.57
53ca600d40edb523403ae4470fbb61bc,1,30,-1.52,-0.05,-1.83,0.49,1.11
bc58d28a11ddbe430754064ebb739b13,1,23,0.98,-0.49,0.11,0.41,-0.7
937a7f8c181bf9b3b86dc80c27fd6c87,0,28,0.89,-0.86,-0.08,-0.26,-1.32
91aaf95166707aa5b2833f5476c8fba8,0,21,0.15,-0.09,1.08,1.49,-1.07
e6b72d77117e786f842a9d623902ee4a,0,24,-0.5,1.5,0.11,1.07,-0.57
2211d3358e875cfc433ef34ddbe3b7d1,1,23,1.35,0.84,-0.64,-1.09,-0.2
1fdc7152050d104b9f4f65e2afa23153,1,28,0.61,-0.27,0.86,0.91,0.61
08a88d36f62d97ffa6a78ae20c705798,1,28,0.24,0.99,-0.33,-0.68,2.04
7abd11274646ab0794a7a7883599003f,0,24,0.52,0.17,-0.71,0.74,1.05
d054e456255b8c22a9e99a1745dece5d,1,25,0.42,0.91,0.61,-0.51,0.18
6d2fcd63d126278eeb829c42ba642796,1,31,-0.41,-0.64,-0.89,-0.01,0.67
37bf25c81f567cb11959dcdb300cfb74,1,26,1.07,-1.9,0.54,-0.09,-0.82
bb7c8614f4dba1896f1b198550d66259,0,26,0.89,-1.09,-0.89,-1.18,1.05
30ac4a715c843829008c4d24fbc70cf6,0,26,-0.22,1.5,-1.21,-2.67,-0.38
0e93cb2b4350264f1ef4c3ae0202160b,1,21,-0.96,-1.04,-1.96,0.32,0.74
bc9b3dac09960aafcb5870c741b56bdc,1,26,0.98,0.02,0.98,1.01,-0.2
e2a8764180f03e8ba8910b68644afc09,1,24,0.61,1.06,-1.52,-1.43,-0.57
0f42b003312797a7c43045246b8ea21b,0,23,-1.15,0.32,-1.08,-0.18,-0.26
cafbcd51e4f736e89427f07e7fba6268,0,27,0.98,-0.35,0.98,-0.51,0.3
5793de6ce4037646de05ed7869999e33,0,53,1.04,0.54,1.04,0.49,-1.57
830971c599f731c3aaba387665619d04,0,24,1.81,-0.27,-0.27,-1.09,0.61
7de45bfc91d4bc6caf915ae09095d139,1,23,0.33,0.84,0.48,0.66,-0.38
de1e54636745bafa99cbd9b138a8dd70,1,42,0.05,0.69,-1.64,0.66,1.55
5f41b14a66e8c6b1488c8be5a5f27e80,1,28,0.89,0.32,1.61,1.32,-0.38
0325cf6ade4809e8011482aff97ab3b4,0,26,-0.68,0.1,0.11,-0.09,1.3
daf3aae059a57408f7101c2e29034e64,1,28,-0.13,1.28,-1.52,-0.01,0.99
e7bd084de95a3f72a6a63080f57ceed2,1,27,-0.04,0.02,-0.33,-0.93,1.61
95fea1cef5a31b8c56469873893c747d,0,25,-0.68,-0.79,0.42,-1.18,-0.32
a42e68c56df7bbd30f83b99ce68f9fe7,1,34,0.89,-1.16,-0.27,0.41,-0.51
cb322112ef3dbafc2768911455b6525e,1,28,1.26,0.02,0.92,1.16,-0.07
97d3ab0f69f32df64f296f41eef10e45,1,26,0.15,-0.64,-0.02,-0.18,1.23
3a135078bfba04e6b2fddbda21d440fa,1,25,1.26,-0.57,-0.02,-0.34,1.36
d67f9b6b7f5e09337e51f341aab55d9c,1,26,-2.44,0.1,-0.58,-2.17,2.23
2722ce5ea32e130fab87503e9f840953,0,23,-1.05,-1.53,1.04,0.16,1.61
8f5fafdbd9deea2ea9b9b9d66d67ce61,1,23,0.74,-1.38,0.27,0.49,0.67
5353095f9d27c9fc2dc007a1a8374aad,1,22,0.05,0.47,1.61,0.82,-0.7
9bed159b97db7f3cbe4625f1a8559de5,0,25,0.15,-0.42,0.23,-1.18,0.49
d9b83ec284034f589c462548318af78d,1,38,0.05,0.69,0.73,0.74,-0.82
20c0922fb28ab26d871e82f9d6524e00,1,24,-0.04,-0.2,0.48,-0.26,-0.2
bb24d42bd080044334b9d98bd090b13c,0,22,0.54,-1.03,-1.89,-0.39,0.82
467e3afa72ebd2779ac5f357aa4950dd,0,24,-0.41,-0.57,0.86,-0.83,-0.07
68d87c3f8b566a943cc0e43def8acf69,0,26,1.35,0.02,0.27,0.41,-1.57
49e406116e4da74cbba5fe2e3359ad11,0,25,1.53,0.25,-1.02,-2.34,-0.63
3376d0bafb986c23281c4550231883e6,0,45,0.24,0.69,-0.33,-0.23,0.8
acb2c454097ee16e9dbe8a9d8c939078,0,25,-2.53,-0.49,-0.96,1.41,-1.01
cc5c7c5fa7807375dbcc5d38f4ea133f,0,23,1.72,0.69,0.61,1.32,-0.01
991c4f2c316c17466ba2832921ccbf9e,1,26,-0.78,1.38,-0.21,-0.84,1.36
82211faf1f3878ded84131f787939a65,1,44,0.05,-0.49,-1.27,0.82,1.17
19069c6fcb7e5cc4fa5dc3603bbe31ff,1,40,0.7,-0.64,-0.02,0.07,2.11
c2901426f44fbec69b178b2465a6e311,0,25,1.81,-0.86,-0.33,-0.68,-1.07
4c2c8791aa1344095587bbfeb55f43f0,1,31,0.65,1.15,1.42,-0.01,-0.26
eaa586bcdc8b05e7415bce4c9f4b490e,0,22,0.24,-1.97,-0.27,-1.01,-0.1
3c198230fd0c9092d2d922e4eb95bdb4,0,23,0.15,-1.6,-0.27,-0.01,0.74
c19444997bd2b2a5070e98b737ac0a37,1,38,-0.68,1,1.29,-1.18,0.36
2fc11009e05c8ce8f6ee651007e3d41e,1,24,0.33,-0.35,-0.58,0.22,0.55
94f0e7da49aa92468a256510743a9d80,0,27,0.7,-0.12,-0.08,-0.34,-0.88
e18ac7a4dbdc525a6a5902696bedf76d,0,22,-0.04,0.39,0.73,-0.51,0.3
0a2a1bec218320458071bc56eb4e7cf2,1,23,0.7,0.62,0.23,-0.01,0.3
761098fad0041ef4bc6556ba316f2077,0,26,1.26,-1.45,-0.58,-0.76,-0.76
bf1d8fed92c1240501f6b8384fd69f55,1,25,1.07,0.25,1.04,0.41,0.24
1f32736057589fbfceaa419b2464eae0,1,47,0.15,0.32,1.04,-0.26,-0.57
